URLSimilarityIndex,NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,label
1,127,863,114,35,11,1,4,1,1,9561,1,1
0,0,49,0,0,2,0,0,0,0,759,0,0
1,22,446,0,12,27,0,10,0,1,269,1,1
1,8,309,68,4,4,0,0,0,1,2766,0,1
1,35,2581,16,65,4,0,7,0,1,5067,1,1
1,29,851,107,36,34,1,14,1,1,1587,1,1
0,0,4,0,0,1,0,0,0,0,193,0,0
1,579,2387,578,117,26,1,6,1,1,1462,0,1
1,30,2549,145,101,32,1,57,1,1,3150,1,1
0,0,20,0,0,0,0,0,0,0,211,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,91,1476,125,13,11,1,1,1,1,26923,1,1
1,105,1068,104,26,22,1,2,1,1,9381,1,1
1,13,252,9,27,0,0,1,1,1,293,0,1
0,1,13,0,0,0,0,0,0,0,244,0,0
1,54,1374,55,45,13,1,7,1,1,655,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,4,321,6,13,1,0,5,1,1,677,1,1
0,0,20,0,0,0,0,0,0,1,61,0,0
1,242,2306,236,85,60,1,33,1,1,2356,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,22,762,103,37,8,1,4,1,1,262,1,1
0,1,24,1,0,2,0,1,0,0,779,0,0
0,0,2,0,0,1,0,1,0,0,537,0,0
0,0,11,1,0,2,0,0,0,1,1663,0,0
1,17,2761,50,122,20,0,6,1,1,8203,1,1
1,10,426,32,14,6,1,1,1,1,721,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,20,0,0,0,0,0,0,0,214,0,0
1,11,2692,175,56,18,1,3,1,1,9198,1,1
0,2,82,1,1,0,0,1,0,1,155,0,0
0,0,2,0,0,0,0,0,0,0,52,0,0
0,0,2,0,0,0,0,0,0,0,39,0,0
1,52,646,58,19,22,0,9,1,1,8047,1,1
1,83,973,81,32,7,1,7,1,1,15126,1,1
0,0,25,0,0,4,0,0,0,0,80,0,0
1,12,206,22,10,14,1,20,0,1,223,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,282,838,39,15,25,1,9,1,1,578,1,1
1,20,3622,104,224,13,1,1,1,1,39815,1,1
0,1,9,1,0,0,0,0,0,0,81,0,0
1,10,226,0,1,0,0,3,1,1,212,1,1
1,5,839,30,18,7,1,2,1,1,923,0,1
1,10,660,97,28,11,1,5,1,1,567,1,1
1,2,964,310,9,5,0,2,1,1,235,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,86,589,83,27,21,1,4,1,1,12922,1,1
0,0,20,0,0,0,0,0,0,0,208,0,0
0,0,9,0,0,0,0,0,0,0,44,0,0
1,67,380,67,12,10,1,12,0,1,9879,1,1
1,31,605,25,16,12,1,1,1,1,2907,1,1
1,8,801,87,12,14,1,9,1,1,929,1,1
1,80,903,47,34,19,1,14,1,1,13547,1,1
0,0,2,0,0,0,0,0,0,0,36,0,0
0,0,2,0,0,0,0,0,0,0,33,0,0
1,20,603,80,20,9,1,5,1,1,852,0,1
0,0,2,0,0,0,0,0,0,1,44,0,0
1,12,2225,138,56,20,1,51,1,1,327,1,1
1,42,759,1,15,8,0,3,1,1,3152,1,1
0,0,2,0,0,0,0,0,0,0,33,0,0
1,88,1288,94,52,22,1,13,1,1,9381,1,1
0,1,11,0,0,0,0,0,0,0,69,0,0
1,6,714,27,12,11,1,5,1,1,6004,1,1
0,1,13,1,0,0,0,0,0,0,121,0,0
1,97,12726,83,13,25,0,12,1,1,42588,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,85,4307,85,4,17,1,14,1,1,3742,0,1
1,20,1062,21,71,5,1,7,1,1,3234,1,1
0,0,2,0,0,0,0,0,0,1,62,0,0
0,0,200,0,1,0,0,6,0,0,524,0,0
1,36,8057,378,42,17,1,1,1,1,2744,1,1
0,0,88,1,0,0,0,1,0,1,3417,0,0
0,1,3,0,0,0,0,0,0,0,111,0,0
1,12,1164,97,26,10,1,14,1,1,1037,1,1
1,7,625,2,16,17,1,12,1,1,686,1,1
1,9,911,82,14,9,1,6,1,1,1539,0,1
1,31,569,62,20,8,1,1,1,1,1048,0,1
1,194,1969,155,33,17,1,5,1,1,31122,0,1
0,0,2,0,0,0,0,0,0,1,796363,0,0
1,19,294,34,14,10,1,9,1,1,2215,1,1
1,177,1002,171,25,33,1,20,1,1,9556,1,1
1,75,1131,87,19,36,1,31,1,1,9381,1,1
1,17,2887,65,213,10,1,6,1,1,1942,1,1
1,169,4069,136,119,51,1,38,1,1,25571,1,1
0,0,2,0,0,0,0,0,0,0,479,0,0
1,4,208,85,10,6,1,2,1,1,1553,1,1
1,78,807,75,35,54,1,11,1,1,20948,1,1
1,57,456,51,22,12,1,3,1,1,992,1,1
1,10,621,51,33,18,1,10,1,1,1233,0,1
1,20,214,16,11,4,1,2,1,1,837,0,1
0,1,9,1,0,0,0,0,0,0,81,0,0
1,16,3105,94,99,25,1,5,1,1,3139,1,1
1,140,992,111,16,10,1,5,1,1,1820,1,1
0,0,26,0,0,0,0,0,0,1,176,0,0
1,15,3195,139,53,30,0,5,1,1,9420,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,483,0,0
1,110,2076,94,17,39,1,16,1,1,8278,1,1
0,4,273,1,19,9,0,3,0,1,19805,0,0
1,11,1062,82,36,14,1,12,1,1,568,1,1
1,17,10664,13,72,9,1,75,1,1,556,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,37,2174,126,69,3,1,3,1,1,1939,1,1
0,4,58,3,1,8,0,2,0,1,186,1,0
1,17,352,14,6,11,1,1,1,1,760,1,1
0,1,182,0,3,4,0,3,0,1,255,1,0
0,0,2,0,0,0,0,0,0,0,29,0,0
0,1,212,1,1,0,0,0,1,0,4070,0,0
1,5,556,2,109,4,0,2,1,1,789,1,1
0,0,4,0,0,0,0,0,0,0,32,0,0
0,0,176,0,5,0,0,1,0,1,96,0,0
0,24,394,23,4,15,0,10,1,1,1820,0,0
0,1,13,1,0,0,0,0,0,0,109,0,0
0,0,16,0,0,0,0,0,0,0,50,0,0
1,20,435,98,29,7,1,7,1,1,511,1,1
1,63,919,34,29,16,0,3,0,1,5654,0,1
1,16,13875,449,371,40,1,5,1,1,32028,1,1
0,4,271,1,19,9,0,3,0,1,20277,0,0
1,166,869,174,25,31,1,11,1,1,493,1,1
1,39,683,36,11,21,1,11,0,1,9381,0,1
0,0,103,0,14,0,0,1,0,0,87,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,10,1641,25,55,19,1,2,1,1,5071,1,1
1,13,243,0,10,4,0,1,1,1,409,0,1
1,55,1829,47,32,25,1,29,1,1,8047,1,1
0,0,2,0,0,0,0,0,0,0,55,0,0
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,4,426,10,9,5,0,1,1,1,291,1,1
0,0,20,0,0,0,0,0,0,0,212,0,0
1,65,1077,260,25,12,1,10,0,1,326,1,1
1,39,2323,77,37,14,1,3,0,1,15508,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,2,850,0,22,7,0,7,1,1,253,1,1
0,0,2,0,0,0,0,0,0,0,38,0,0
1,11,2590,67,40,16,1,1,1,1,3978,1,1
1,37,1200,103,31,0,1,1,1,1,19087,1,1
1,91,1493,91,133,3,1,4,0,1,9533,1,1
0,1,11,0,0,0,0,0,0,0,77,0,0
1,44,8074,704,30,30,1,26,1,1,26914,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,100,837,82,28,14,1,10,1,1,9381,0,1
1,9,309,26,4,13,1,7,1,1,2006,1,1
1,9,344,100,2,7,1,1,1,1,769,0,1
0,0,10,0,0,1,0,1,0,0,527,0,0
0,1,94,0,9,0,0,2,1,1,143,1,0
1,10,1171,41,44,9,1,8,1,1,256,1,1
1,11,434,60,19,9,1,1,1,1,3667,0,1
1,103,953,108,33,22,1,14,1,1,4730,1,1
1,22,817,52,26,15,1,3,1,1,1452,0,1
0,0,124,0,0,0,0,0,0,1,111,0,0
0,2,230,10,1,12,0,10,0,1,22579,0,0
1,48,914,50,20,27,1,15,1,1,8047,1,1
1,8,1360,217,80,3,1,1,1,1,3325,1,1
0,1,22,0,0,0,0,0,0,1,565,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,8,0,0,0,0,0,0,0,49,0,0
1,28,497,81,17,9,1,4,1,1,1020,0,1
0,3,416,0,2,1,0,3,0,1,97263,0,0
0,5,125,2,1,0,0,0,1,1,53565,1,0
1,260,4351,169,124,10,1,4,1,1,76051,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,34,0,0
1,14,1033,9,52,9,1,3,1,1,10317,1,1
0,0,15,0,0,0,0,0,0,1,155,0,0
1,13,1487,7,19,4,1,6,1,1,580,1,1
1,34,647,25,27,5,1,3,0,1,398,1,1
1,57,1005,116,23,15,1,16,1,1,8047,1,1
1,26,388,24,10,27,1,11,1,1,3003,0,1
1,73,1427,67,8,14,1,15,1,1,7821,1,1
1,84,732,63,33,19,1,18,1,1,4190,1,1
1,141,2229,136,51,32,1,17,1,1,7588,1,1
1,123,10068,213,155,40,1,22,1,1,2677,1,1
1,51,217,34,7,16,0,9,0,1,1025,0,1
1,73,614,56,16,15,1,8,1,1,444,1,1
1,62,2120,48,23,30,1,30,1,1,9381,0,1
1,10,1719,49,13,11,1,5,1,1,14192,1,1
1,216,985,211,230,4,1,1,0,1,1192,1,1
0,11,279,5,3,14,0,2,1,0,10172,1,0
1,97,1156,90,31,14,1,9,1,1,9381,1,1
0,0,9,0,0,0,0,0,0,0,59,0,0
0,4,119,1,2,0,0,2,1,0,320,0,0
1,88,806,78,43,45,1,37,1,1,9661,1,1
1,71,1531,75,55,12,0,7,1,1,1782,1,1
0,1,13,1,0,0,0,0,0,0,107,0,0
1,155,2082,132,96,15,1,3,1,1,4988,1,1
1,112,2627,78,45,8,1,6,1,1,11396,0,1
1,9,542,14,26,6,1,6,1,1,823,0,1
1,16,5794,158,53,44,1,14,0,1,32082,1,1
0,1,2,0,0,0,0,0,0,1,59,0,0
0,0,2,0,0,0,0,0,0,0,34,0,0
0,0,30,2,1,0,0,2,0,0,115,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,23,941,9,26,7,1,2,1,1,1345,1,1
0,0,15,0,0,0,0,0,0,0,155,0,0
1,390,2354,369,17,26,1,19,1,1,8047,0,1
1,13,1154,60,25,12,1,6,1,1,10964,1,1
1,10,376,34,8,8,1,7,0,1,1695,1,1
0,0,2,0,0,0,0,0,0,0,490,0,0
0,0,2,0,0,0,0,0,0,0,35,0,0
1,7,309,39,4,4,0,6,1,1,619,1,1
0,3,171,2,8,9,0,1,0,0,250093,0,0
1,0,2,0,0,0,0,0,0,0,36,0,0
1,147,9107,266,38,39,1,38,1,1,10560,0,1
1,29,4595,202,127,7,1,3,1,1,62780,0,1
1,125,1179,43,28,13,1,5,1,1,1335,1,1
1,158,1879,155,0,4,0,2,1,1,1077,0,1
0,8,252,5,0,2,0,2,0,0,116,1,0
0,0,2,0,0,0,0,0,0,0,34,0,0
0,0,2,0,0,0,0,0,0,0,45,0,0
1,33,1400,127,90,11,1,4,1,1,632,1,1
1,573,7983,474,248,7,1,1,1,1,9116,0,1
1,8,503,2,5,2,1,1,1,1,3895,1,1
1,430,7639,387,142,13,1,9,1,1,23919,1,1
0,0,3,0,0,0,0,0,0,1,273,0,0
1,32,1315,53,42,7,1,0,1,1,2044,1,1
1,50,2941,297,51,11,1,10,1,1,1165,1,1
1,192,4099,204,87,38,1,4,1,1,28379,1,1
1,162,1112,152,18,42,0,30,0,1,14682,1,1
0,0,18,0,0,0,0,0,0,1,7169,0,0
0,0,9,0,0,1,0,0,0,0,57,0,0
0,0,2,0,0,0,0,0,0,0,35,0,0
0,0,73,0,1,4,0,9,1,0,161,1,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,1,115,0,0
1,114,843,110,15,32,1,21,1,1,8974,1,1
0,1,13,0,0,0,0,0,0,1,101,0,0
1,2,1245,23,0,6,0,7,1,1,395,0,1
0,4,271,1,19,9,0,3,0,1,20183,0,0
1,4,482,0,19,10,0,3,1,1,551,0,1
1,64,657,54,37,2,1,4,0,1,318,0,1
1,5,962,48,2,11,1,12,0,1,1072,1,1
1,20,1004,70,28,22,1,7,1,1,2673,1,1
1,5,569,2,15,6,1,8,0,1,921,0,1
1,114,2472,20,23,50,1,3,1,1,13611,1,1
1,29,780,141,16,16,1,7,1,1,3432,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,35,717,14,55,9,1,5,0,1,479,0,1
1,188,1527,178,45,19,1,16,1,1,9849,1,1
0,0,39,0,0,0,0,0,0,0,75,0,0
1,31,2239,101,49,14,1,119,0,1,2943,0,1
0,2,40,0,1,4,0,1,0,1,224,0,0
1,797,3036,687,13,4,0,16,1,1,1753,1,1
1,243,1824,106,35,38,1,25,1,1,8047,1,1
1,17,941,215,54,15,1,2,0,1,5931,0,1
0,0,2,0,0,0,0,0,0,1,103,0,0
0,0,31,0,0,0,0,0,0,1,122,0,0
1,64,837,56,14,9,1,4,1,1,9381,1,1
0,3,92,4,0,0,0,2,0,1,394,0,0
0,0,16,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,0,39,0,0
1,25,2205,89,24,21,1,6,1,1,14409,1,1
1,150,2982,147,99,12,1,2,1,1,8047,1,1
0,0,8,0,0,0,0,0,0,0,41,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,47,1085,44,23,114,1,12,1,1,9498,1,1
1,5,963,7,0,8,0,4,0,1,8603,0,1
0,0,9,0,0,0,0,0,0,1,110,0,0
0,4,271,1,19,9,0,3,0,1,21389,0,0
0,0,20,0,0,0,0,0,0,1,69,0,0
0,0,72,2,2,15,0,9,0,1,13177,0,0
0,1,165,1,4,1,0,0,0,0,155,0,0
0,1,265,2,2,1,0,2,1,0,13691,0,0
1,25,2524,83,50,16,1,4,1,1,16737,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,9,824,2,40,8,1,8,1,1,495,0,1
0,2,126,2,4,5,0,0,1,1,14150,0,0
0,0,2,0,0,0,0,0,0,0,36,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,63,606,58,18,19,1,17,1,1,1782,1,1
0,0,2,0,0,0,0,0,0,1,28,0,0
1,9,2039,150,20,17,0,3,1,1,8420,1,1
0,1,2,1,0,1,0,0,0,0,855,0,0
0,0,474,0,10,1,0,2,1,0,780,0,0
1,12,1554,41,9,19,1,9,0,1,4371,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,15,0,0,0,0,0,0,1,155,0,0
0,2,67,0,0,3,0,1,1,0,34346,0,0
1,44,329,33,7,20,0,13,0,1,8200,0,1
0,0,2,0,0,0,0,0,0,1,579,0,0
1,321,6342,329,112,41,1,26,1,1,2128,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,12,1198,54,13,18,1,17,1,1,3360,1,1
1,129,1061,113,36,37,1,17,1,1,12528,1,1
0,1,11,1,0,0,0,0,0,0,72,0,0
0,1,9,1,0,0,0,0,0,0,75,0,0
1,1683,33202,1682,1168,14,0,7,1,1,5988,1,1
0,1,4,1,0,0,0,0,0,0,57,0,0
1,3,325,0,25,3,0,1,1,1,642,1,1
0,1,11,1,0,0,0,0,0,1,526,0,0
1,113,4899,74,31,16,1,20,0,1,6639,1,1
1,16,195,68,16,6,1,5,1,1,1602,0,1
1,246,2215,220,61,46,1,9,1,1,9001,1,1
0,0,8,0,0,0,0,0,0,0,38,0,0
0,1,13,1,0,0,0,0,0,0,119,0,0
0,0,474,0,10,1,0,2,1,0,780,0,0
0,2,89,0,5,0,0,1,0,1,384,0,0
1,26,985,24,6,64,1,5,1,1,9493,1,1
0,1,64,3,0,8,0,2,0,1,151,1,0
0,0,16,0,0,0,0,0,0,1,85,0,0
0,2,90,2,0,0,0,2,0,1,394,0,0
1,19,3098,35,234,16,1,2,1,1,2683,1,1
1,22,3167,80,98,32,1,15,1,1,1089,1,1
1,25,770,35,36,3,1,1,1,1,13732,1,1
1,11,453,119,6,10,0,7,1,1,1934,1,1
1,127,874,125,7,9,1,2,1,1,1335,1,1
1,108,700,72,24,31,1,18,1,1,7496,0,1
0,0,49,0,2,0,0,1,0,1,128,1,0
1,102,785,96,53,8,1,4,1,1,10583,1,1
1,11,2841,85,1,22,1,12,1,1,1223,1,1
1,133,744,110,27,13,1,6,1,1,2632,0,1
0,0,2,0,0,0,0,0,0,1,45,0,0
0,0,8,0,0,0,0,0,0,0,49,0,0
1,37,570,33,11,48,1,41,0,1,6443,1,1
0,1,13,0,0,0,0,0,0,0,244,0,0
1,11,797,25,6,2,0,2,1,1,554,1,1
1,21,3198,152,81,24,1,57,1,1,3976,1,1
1,15,2454,149,36,20,0,79,1,1,3976,1,1
1,55,8244,136,402,25,1,3,1,1,2681,1,1
0,1,13,0,0,0,0,0,0,1,113,0,0
1,222,5827,432,27,38,1,16,1,1,8337,1,1
0,0,2,0,0,0,0,0,0,0,479,0,0
0,1,69,0,2,4,0,2,0,0,215,0,0
1,888,20144,946,644,12,1,13,1,1,1449,0,1
1,49,225,45,10,4,1,1,1,1,444,1,1
0,1,11,1,0,0,0,0,0,1,142,0,0
0,4,119,1,2,0,0,2,1,0,320,0,0
0,0,66,2,0,2,0,2,0,1,3018,1,0
1,98,595,81,14,44,1,19,1,1,8047,1,1
1,139,1234,130,27,22,1,18,1,1,19775,0,1
1,307,4235,285,25,5,1,1,1,1,9965,1,1
1,15,375,73,30,5,1,4,1,1,2006,1,1
1,43,1528,119,22,4,1,2,1,1,514,1,1
0,0,29,0,0,0,0,0,0,0,198,0,0
0,4,241,0,0,1,0,6,0,1,103353,0,0
1,66,574,63,8,28,0,16,1,1,9381,0,1
1,184,1374,175,70,43,1,32,1,1,9381,1,1
0,0,2,0,0,0,0,0,0,1,43,0,0
1,106,698,103,19,19,1,14,1,1,9556,0,1
1,16,6137,157,81,32,1,8,1,1,54397,1,1
1,419,1376,405,58,28,1,11,0,1,1908,0,1
0,0,8,0,0,0,0,0,0,0,49,0,0
1,67,402,54,7,5,0,26,1,1,9381,0,1
1,30,2059,229,61,9,1,1,1,1,340,1,1
1,124,462,122,8,14,0,8,1,1,4123,0,1
1,15,2295,34,38,17,1,4,1,1,8613,1,1
1,7,422,0,19,8,0,4,1,1,671,1,1
1,27,1671,188,22,7,1,8,1,1,5009,1,1
1,26,158,25,4,3,0,0,0,1,2071,0,1
0,0,20,0,0,0,0,0,0,0,210,0,0
0,0,2,0,0,0,0,0,0,0,38,0,0
1,64,938,65,6,38,1,37,1,1,10315,1,1
1,45,610,22,36,5,1,4,1,1,2628,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,13,0,0,0,0,0,0,0,69,0,0
0,1,2,1,0,1,0,0,0,0,831,0,0
0,0,9,0,0,0,0,0,0,0,42,0,0
1,55,2821,243,84,15,1,9,1,1,1298,1,1
0,0,50,0,0,0,0,0,0,1,121,0,0
0,6,313,0,11,9,0,4,0,1,9799,0,0
1,101,1889,91,19,37,1,27,1,1,9381,1,1
0,1,2,0,0,0,0,0,0,1,71,0,0
0,0,2,0,0,0,0,0,0,0,29,0,0
1,49,1435,46,10,11,1,6,1,1,1820,0,1
0,1,11,0,0,0,0,0,0,0,80,0,0
1,82,460,60,23,6,0,15,1,1,9381,0,1
1,78,1587,236,108,11,1,11,1,1,366,1,1
1,89,591,85,18,9,0,10,1,1,8047,1,1
1,46,450,49,12,2,1,2,1,1,552,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,38,0,0
0,1,64,3,0,8,0,2,0,0,151,1,0
0,2,251,0,7,9,0,2,1,1,214959,0,0
0,1,13,1,0,0,0,0,0,0,123,0,0
0,1,9,1,0,0,0,0,0,0,109,0,0
0,2,1071,0,0,7,0,1,1,1,23326,0,0
1,137,1090,126,72,24,1,11,1,1,9381,1,1
1,148,1748,149,58,34,1,25,0,1,11199,0,1
0,1,2,1,0,1,0,1,0,1,6744,0,0
1,320,7075,287,219,7,1,2,1,1,9116,1,1
0,0,2,0,0,0,0,0,0,0,30,0,0
1,9,672,7,24,19,1,2,0,1,535,1,1
1,1,9,0,0,0,0,0,0,0,75,0,0
0,0,8,0,0,0,0,0,0,0,38,0,0
1,19,591,51,52,9,1,1,1,1,2640,1,1
0,12,136,0,10,0,1,1,0,0,152,1,0
1,16,815,23,50,3,1,2,1,1,13916,1,1
0,2,90,2,0,0,0,2,0,0,394,0,0
1,198,2239,153,13,7,1,1,1,1,8586,1,1
1,155,2146,144,24,104,1,3,1,1,20022,1,1
1,131,1066,118,22,32,1,24,1,1,2562,0,1
1,35,289,0,3,6,1,2,1,1,228,1,1
1,37,6001,419,818,9,1,5,1,1,5197,1,1
0,0,15,0,0,0,0,0,0,1,200,0,0
0,1,64,3,0,8,0,2,0,1,151,1,0
1,7,757,109,54,9,1,2,1,1,611,0,1
1,49,917,49,40,35,1,44,1,1,10418,0,1
1,42,1654,33,32,7,1,3,1,1,1225,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,1,4,0,0,0,0,0,0,0,59,0,0
0,2,82,1,1,0,0,1,0,1,155,0,0
0,1,201,0,1,10,0,1,0,1,164,0,0
0,1,86,67,0,63,0,4,0,0,266643,0,0
1,32,303,8,4,2,1,0,1,1,248,1,1
1,52,1307,97,54,17,1,7,1,1,946,1,1
0,0,219,0,0,0,0,0,0,0,212,0,0
0,0,2,0,0,0,0,0,0,0,30,0,0
1,25,400,74,23,11,1,6,1,1,573,1,1
0,0,2,0,0,0,0,0,0,0,48,0,0
0,0,5,0,0,0,0,0,0,1,304716,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,2,217,0,1,4,0,3,1,1,1109,0,0
1,24,1139,2,36,2,1,0,1,1,553,0,1
0,1,17,1,0,0,0,0,0,0,388,0,0
0,3,191,0,1,0,0,0,0,0,153,0,0
1,274,2520,253,50,66,1,48,1,1,17053,0,1
0,3,171,2,8,9,0,1,0,1,250093,0,0
1,8,474,1,9,15,1,7,1,1,285,1,1
0,5,125,2,1,0,0,0,1,1,53068,1,0
1,80,1732,191,43,11,1,7,0,1,537,1,1
1,16,1586,78,41,15,1,5,1,1,25140,1,1
1,118,606,114,8,12,0,6,1,1,8047,1,1
1,10,327,2,1,1,1,1,1,1,1063,1,1
1,80,887,82,22,27,1,8,1,1,9381,1,1
1,29,608,54,21,6,0,3,1,1,5182,1,1
1,77,1849,43,41,25,1,11,1,1,31108,0,1
0,0,2,0,0,0,0,0,0,0,40,0,0
1,15,4082,114,159,5,1,2,1,1,736,1,1
0,0,10,0,0,1,0,1,0,0,527,0,0
1,260,1866,217,41,40,0,20,1,1,9381,1,1
1,17,503,17,8,8,0,7,0,1,4029,1,1
0,1,2,1,0,1,0,0,0,0,883,0,0
0,0,5,0,0,0,0,0,0,0,44,0,0
1,30,598,2,14,1,0,0,1,1,365,1,1
1,14,1152,33,18,12,1,2,1,1,12927,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,45,1251,102,10,31,1,12,1,1,1648,1,1
1,210,1519,207,78,23,1,12,1,1,15484,1,1
0,0,11,0,0,0,0,0,0,0,85,0,0
0,0,15,0,0,0,0,0,0,0,151,0,0
1,179,1666,156,33,19,1,2,1,1,38994,1,1
1,51,1023,37,33,9,1,4,1,1,2664,1,1
1,148,1609,145,56,35,0,27,0,1,23065,1,1
0,0,20,0,0,0,0,0,0,0,214,0,0
1,225,2340,224,67,50,1,28,1,1,2275,1,1
1,216,1408,206,53,31,1,14,1,1,11897,1,1
0,0,4,1,0,0,0,0,0,1,100,0,0
1,3,2319,150,2,13,1,7,0,1,43107,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,0,38,0,0
1,13,514,6,21,10,1,5,1,1,616,1,1
0,0,2,0,0,0,0,0,0,0,38,0,0
0,0,8,0,0,0,0,0,0,0,41,0,0
1,5,284,12,8,30,1,2,1,1,1655,0,1
1,6,8485,20,19,10,0,5,1,1,578,1,1
1,50,1492,43,13,26,0,21,0,1,12212,0,1
1,17,1157,3,23,4,1,3,1,1,2520,0,1
1,28,1903,236,33,17,1,4,1,1,6837,1,1
0,0,2,0,0,0,0,0,0,0,38,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
1,24,177,0,28,7,0,2,1,1,243,0,1
1,85,939,78,23,47,1,20,0,1,2503,0,1
0,1,4,0,0,0,0,0,0,0,56,0,0
1,13,343,36,19,11,0,5,1,1,253,0,1
0,24,53,0,15,0,0,1,0,1,197,1,0
1,6,464,0,2,1,1,0,0,1,2347,1,1
1,27,4371,106,215,20,1,2,1,1,5130,1,1
1,10,189,1,5,4,1,3,1,1,711,1,1
0,1,95,2,0,0,0,2,0,1,394,0,0
1,102,369,85,8,5,0,2,1,1,956,1,1
1,223,9852,172,45,13,1,74,1,1,32341,0,1
1,1,4,0,0,0,0,0,0,0,51,0,0
1,36,6543,155,50,20,1,6,1,1,16727,1,1
1,9,446,94,36,14,1,9,1,1,387,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,46,2173,68,123,22,0,6,1,1,9809,1,1
0,1,4,1,0,0,0,0,0,0,57,0,0
0,1,8,0,0,0,0,0,0,0,78,0,0
0,0,2,0,0,0,0,0,0,0,34,0,0
1,8,119,0,1,7,1,9,0,1,175,1,1
1,18,10078,147,673,19,1,5,1,1,3033,1,1
0,1,9,1,0,0,0,0,0,0,107,0,0
0,0,5,0,0,0,0,0,0,1,58,0,0
0,0,2,0,0,0,0,0,0,1,60,0,0
1,14,1504,78,23,14,1,4,1,1,15293,1,1
0,0,15,0,0,0,0,0,0,0,155,0,0
0,0,475,0,10,1,0,2,1,0,779,0,0
1,6,284,35,5,3,1,1,0,1,397,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,11,255,11,0,4,0,1,1,1,878,1,1
0,1,2,1,1,1,0,1,0,1,3444,0,0
1,109,919,104,9,17,1,5,1,1,1320,0,1
0,0,9,0,0,0,0,0,0,1,89,0,0
0,0,15,0,0,0,0,0,0,1,155,0,0
0,1,228,0,0,1,0,0,0,1,77763,0,0
1,131,970,114,26,29,1,15,1,1,4688,0,1
1,45,1486,64,19,13,1,12,1,1,9708,1,1
1,20,158,20,4,3,0,1,0,1,1743,1,1
0,1,95,2,0,0,0,2,0,1,394,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,45,423,47,8,17,1,10,1,1,6821,0,1
1,73,1397,111,22,11,1,5,1,1,9381,1,1
1,33,4315,37,27,25,1,2,1,1,36376,1,1
1,6,508,30,12,17,1,4,1,1,360,1,1
1,35,3432,35,30,10,1,2,1,1,17261,1,1
0,0,2,0,0,0,0,0,0,0,477,0,0
1,204,3236,161,82,15,1,7,1,1,19701,0,1
0,0,8,0,0,0,0,0,0,1,67,0,0
0,0,2,0,0,0,0,0,0,1,34739,0,0
1,17,3981,288,117,16,1,8,1,1,7203,1,1
0,1,2,1,0,1,0,0,0,0,835,0,0
1,10,697,104,33,18,1,7,1,1,236,1,1
0,2,884,0,2,12,0,0,1,1,10415,0,0
0,4,403,0,2,6,0,4,1,1,120988,0,0
0,0,7,0,0,0,0,0,0,1,1919676,0,0
